City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Hay River,CA,2022-08-11 03:15:11,60.8156,-115.7999,61.21,63,31,13.18,scattered clouds
262,Canton,CN,2022-08-11 03:16:04,23.1167,113.25,85.95,69,86,11.3,overcast clouds
263,Bambanglipuro,ID,2022-08-11 03:16:38,-7.95,110.2833,82.85,73,68,10.76,broken clouds
264,Pimenta Bueno,BR,2022-08-11 03:16:38,-11.6725,-61.1936,66.76,57,4,4.43,clear sky
265,Coihaique,CL,2022-08-11 03:16:39,-45.5752,-72.0662,39.81,81,0,3.44,clear sky
266,Udachnyy,RU,2022-08-11 03:16:39,66.4167,112.4,53.46,93,100,17.74,overcast clouds
267,Tigil,RU,2022-08-11 03:16:40,57.8,158.6667,60.49,83,100,4.32,overcast clouds
268,Le Port,RE,2022-08-11 03:16:40,-20.9373,55.2919,66.2,78,16,8.08,few clouds
269,Ahipara,NZ,2022-08-11 03:16:41,-35.1667,173.1667,56.62,73,59,9.75,broken clouds
270,Koson,UZ,2022-08-11 03:16:41,39.0375,65.585,75.52,23,0,16.62,clear sky
271,Borba,BR,2022-08-11 03:17:42,-4.3878,-59.5939,77.54,67,66,2.46,light rain
272,Forestville,US,2022-08-11 03:17:42,38.8451,-76.875,73.49,96,100,4.61,overcast clouds
273,Kuito,AO,2022-08-11 03:17:43,-12.3833,16.9333,49.35,32,3,3.11,clear sky
274,Nanortalik,GL,2022-08-11 03:16:53,60.1432,-45.2371,44.33,98,100,4.14,moderate rain
275,Mayo,US,2022-08-11 03:15:30,38.8876,-76.5119,74.95,96,40,4.61,scattered clouds
276,Aksarka,RU,2022-08-11 03:14:40,66.5606,67.7975,56.35,59,100,8.3,overcast clouds
277,Lompoc,US,2022-08-11 03:17:43,34.6391,-120.4579,69.94,87,0,11.5,clear sky
278,Salalah,OM,2022-08-11 03:15:54,17.0151,54.0924,77.09,94,100,6.91,overcast clouds
279,Nacala,MZ,2022-08-11 03:17:44,-14.5428,40.6728,66.7,89,0,4.74,clear sky
280,Auch,FR,2022-08-11 03:17:44,43.65,0.5833,73.45,73,100,1.01,overcast clouds
281,Tura,IN,2022-08-11 03:17:44,25.5198,90.2201,82.15,70,0,7.87,clear sky
282,Port Hedland,AU,2022-08-11 03:17:44,-20.3167,118.5667,75.25,23,3,17.27,clear sky
283,Palitana,IN,2022-08-11 03:17:45,21.5167,71.8333,81.72,92,100,18.52,moderate rain
284,Nuuk,GL,2022-08-11 03:15:33,64.1835,-51.7216,43.41,93,40,8.01,scattered clouds
285,Zhob,PK,2022-08-11 03:17:45,31.3411,69.4481,79.88,62,42,1.86,scattered clouds
286,Gazli,UZ,2022-08-11 03:17:46,40.1333,63.45,79.0,30,0,15.46,clear sky
287,Sao Filipe,CV,2022-08-11 03:14:15,14.8961,-24.4956,77.58,87,62,8.63,broken clouds
288,Opuwo,NA,2022-08-11 03:17:46,-18.0607,13.84,62.33,22,0,5.19,clear sky
289,Klaksvik,FO,2022-08-11 03:17:46,62.2266,-6.589,52.72,84,66,17.2,broken clouds
290,Zhigansk,RU,2022-08-11 03:14:15,66.7697,123.3711,64.63,67,71,17.36,broken clouds
291,Camopi,GF,2022-08-11 03:17:47,3.1655,-52.3158,71.35,99,59,1.68,broken clouds
292,Ilulissat,GL,2022-08-11 03:17:47,69.2167,-51.1,42.82,87,100,5.75,light intensity drizzle
293,Vestmanna,FO,2022-08-11 03:13:43,62.1564,-7.1664,50.92,87,75,6.91,broken clouds
294,Oudtshoorn,ZA,2022-08-11 03:17:47,-33.5907,22.2014,48.56,91,100,1.54,overcast clouds
295,Lerwick,GB,2022-08-11 03:16:36,60.1545,-1.1494,55.4,94,100,11.25,light rain
296,Havre,FR,2022-08-11 03:17:48,49.5833,0.3333,66.6,72,0,6.91,clear sky
297,Ibarra,EC,2022-08-11 03:17:48,0.35,-78.1167,54.48,93,97,5.57,overcast clouds
298,Giyon,ET,2022-08-11 03:17:48,8.5333,37.9833,56.53,98,100,3.67,light rain
299,Nouadhibou,MR,2022-08-11 03:14:27,20.931,-17.0347,73.6,76,38,24.83,scattered clouds
300,Maldonado,UY,2022-08-11 03:17:49,-34.6667,-54.9167,45.79,89,100,5.86,overcast clouds
301,Cockburn Town,TC,2022-08-11 03:17:49,21.4612,-71.1419,81.79,77,3,18.9,clear sky
302,Constantine,DZ,2022-08-11 03:17:49,36.365,6.6147,67.41,72,0,4.61,clear sky
303,Asau,RO,2022-08-11 03:17:50,46.4333,26.4,59.92,87,22,4.9,few clouds
304,Moranbah,AU,2022-08-11 03:17:50,-22.0016,148.0466,73.42,45,32,14.81,scattered clouds
305,Ingham,US,2022-08-11 03:17:50,42.6,-84.3833,71.22,82,0,5.75,clear sky
306,Wajima,JP,2022-08-11 03:13:19,37.4,136.9,83.55,78,97,12.75,overcast clouds
307,Goryachegorsk,RU,2022-08-11 03:17:51,55.4053,88.9154,71.1,52,2,4.03,clear sky
308,Portland,US,2022-08-11 03:16:49,45.5234,-122.6762,75.15,62,20,1.01,few clouds
309,Chifeng,CN,2022-08-11 03:17:52,42.2683,118.9636,79.45,44,51,1.01,broken clouds
310,Tucurui,BR,2022-08-11 03:17:52,-3.7661,-49.6725,77.65,53,22,0.92,few clouds
311,Sinnamary,GF,2022-08-11 03:14:31,5.3833,-52.95,78.3,87,54,8.7,broken clouds
312,Savinka,RU,2022-08-11 03:17:52,50.0785,47.0994,81.23,31,67,5.14,broken clouds
313,Zittau,DE,2022-08-11 03:17:53,50.9,14.8333,62.53,91,56,1.86,broken clouds
314,Rockport,US,2022-08-11 03:17:53,28.0206,-97.0544,87.85,79,0,11.5,clear sky
315,Keti Bandar,PK,2022-08-11 03:17:54,24.1447,67.4497,82.63,86,100,4.83,overcast clouds
316,Chulman,RU,2022-08-11 03:18:54,56.8479,124.9104,52.83,97,100,5.91,moderate rain
317,Vostok,RU,2022-08-11 03:18:54,46.4856,135.8833,63.64,84,47,7.18,scattered clouds
318,Lahij,YE,2022-08-11 03:18:55,13.1667,44.5833,80.76,70,99,6.76,overcast clouds
319,Mapastepec,MX,2022-08-11 03:18:55,15.4333,-92.9,76.35,91,100,5.17,overcast clouds
320,Christchurch,NZ,2022-08-11 03:18:55,-43.5333,172.6333,46.9,69,100,9.22,overcast clouds
321,Tateyama,JP,2022-08-11 03:18:56,34.9833,139.8667,82.87,82,86,18.57,overcast clouds
322,Tracy,US,2022-08-11 03:16:35,37.7397,-121.4252,82.51,60,0,11.83,clear sky
323,Codrington,AU,2022-08-11 03:18:56,-38.2667,141.9667,56.21,66,95,18.81,overcast clouds
324,Polunochnoye,RU,2022-08-11 03:16:55,60.8697,60.4153,60.17,99,100,1.12,light rain
325,Clyde River,CA,2022-08-11 03:18:56,70.4692,-68.5914,37.9,87,32,4.97,scattered clouds
326,Sonoita,MX,2022-08-11 03:18:57,31.85,-112.8333,93.42,38,11,9.08,few clouds
327,Omboue,GA,2022-08-11 03:18:57,-1.5746,9.2618,72.09,89,83,6.33,broken clouds
328,Jardinopolis,BR,2022-08-11 03:18:58,-21.0178,-47.7639,53.02,71,0,10.36,clear sky
329,Oshakati,NA,2022-08-11 03:18:58,-17.7833,15.6833,59.65,18,0,8.63,clear sky
330,Fukue,JP,2022-08-11 03:18:59,32.6881,128.8419,89.96,70,40,12.66,scattered clouds
331,Gberia Fotombu,SL,2022-08-11 03:18:59,9.8833,-11.1667,70.56,99,100,5.61,moderate rain
332,Kutum,SD,2022-08-11 03:19:00,14.2,24.6667,70.63,80,97,5.1,overcast clouds
333,Ouesso,CG,2022-08-11 03:19:01,1.6136,16.0517,74.64,81,98,2.66,overcast clouds
334,Ayotzintepec,MX,2022-08-11 03:19:01,17.6667,-96.1333,74.03,96,100,3.09,overcast clouds
335,Nanning,CN,2022-08-11 03:19:02,22.8167,108.3167,79.25,97,100,12.82,overcast clouds
336,Bosanska Krupa,BA,2022-08-11 03:19:02,44.8825,16.1514,57.09,73,28,0.89,scattered clouds
337,Ramotswa,BW,2022-08-11 03:19:03,-24.8716,25.8699,42.42,42,0,2.35,clear sky
338,Brigantine,US,2022-08-11 03:17:51,39.4101,-74.3646,77.2,91,75,11.5,light rain
339,Pochutla,MX,2022-08-11 03:15:46,15.7432,-96.4661,79.83,92,99,4.63,overcast clouds
340,Marsa Matruh,EG,2022-08-11 03:19:04,31.3525,27.2453,75.47,75,0,9.55,clear sky
341,Batavia,US,2022-08-11 03:19:04,41.85,-88.3126,75.92,81,0,4.61,clear sky
342,Ust-Ishim,RU,2022-08-11 03:19:05,57.6935,71.1665,65.34,61,9,6.38,clear sky
343,Naze,JP,2022-08-11 03:19:05,28.3667,129.4833,85.12,71,100,1.72,overcast clouds
344,Mastic Beach,US,2022-08-11 03:19:06,40.7668,-72.8521,75.99,93,100,7.0,overcast clouds
345,Killybegs,IE,2022-08-11 03:19:06,54.6333,-8.45,57.81,78,1,2.44,clear sky
346,Bogande,BF,2022-08-11 03:19:06,12.9714,-0.1436,77.43,82,10,8.9,clear sky
347,Saint George,US,2022-08-11 03:19:07,37.1041,-113.5841,85.42,52,0,12.66,clear sky
348,Warrnambool,AU,2022-08-11 03:19:07,-38.3833,142.4833,55.15,65,100,17.05,overcast clouds
349,Katsuura,JP,2022-08-11 03:19:08,35.1333,140.3,83.91,79,33,19.55,light rain
350,Bathsheba,BB,2022-08-11 03:19:08,13.2167,-59.5167,81.21,89,75,11.5,broken clouds
351,Knyaginino,RU,2022-08-11 03:19:09,55.8228,45.0349,57.24,88,10,4.41,clear sky
352,Jinka,ET,2022-08-11 03:19:09,5.65,36.65,64.22,71,100,4.68,overcast clouds
353,Aykhal,RU,2022-08-11 03:18:38,66.0,111.5,53.65,97,100,10.2,light rain
354,Saint-Leu,RE,2022-08-11 03:19:10,-21.15,55.2833,65.26,67,4,3.85,clear sky
355,Fort Frances,CA,2022-08-11 03:19:10,48.5999,-93.4003,61.05,79,0,0.0,clear sky
356,Padang,ID,2022-08-11 03:20:11,-0.9492,100.3543,86.05,65,87,3.06,overcast clouds
357,Shakawe,BW,2022-08-11 03:20:11,-18.3667,21.85,52.86,16,0,4.99,clear sky
358,Piuma,BR,2022-08-11 03:20:12,-20.8378,-40.7219,72.63,60,98,12.33,overcast clouds
359,Yushu,CN,2022-08-11 03:20:12,44.8,126.5333,73.0,73,49,10.13,scattered clouds
360,Sitka,US,2022-08-11 03:19:42,57.0531,-135.33,60.69,82,100,0.0,overcast clouds
361,Atambua,ID,2022-08-11 03:19:39,-9.1061,124.8925,83.34,52,45,2.89,scattered clouds
362,Concepcion Del Oro,MX,2022-08-11 03:20:13,24.6333,-101.4167,68.76,42,64,12.84,broken clouds
363,Gulu,UG,2022-08-11 03:20:14,2.7746,32.299,62.94,93,93,2.39,overcast clouds
364,Umm Lajj,SA,2022-08-11 03:20:14,25.0213,37.2685,87.19,73,82,7.74,broken clouds
365,Namatanai,PG,2022-08-11 03:20:14,-3.6667,152.4333,83.61,71,97,4.92,light rain
366,Iskateley,RU,2022-08-11 03:20:14,67.6803,53.1512,57.33,68,100,10.16,overcast clouds
367,Moncton,CA,2022-08-11 03:20:15,46.1159,-64.8019,65.05,93,100,3.83,overcast clouds
368,Severo-Yeniseyskiy,RU,2022-08-11 03:20:15,60.3725,93.0408,60.1,64,35,7.02,scattered clouds
369,Tuatapere,NZ,2022-08-11 03:20:16,-46.1333,167.6833,46.26,61,19,4.59,few clouds
370,Shingu,JP,2022-08-11 03:20:16,33.7333,135.9833,87.01,63,98,5.86,overcast clouds
371,Asfi,MA,2022-08-11 03:20:16,32.2994,-9.2372,67.8,85,0,8.79,clear sky
372,Meulaboh,ID,2022-08-11 03:18:38,4.1363,96.1285,81.72,71,100,1.28,overcast clouds
373,Pisz,PL,2022-08-11 03:20:17,53.6274,21.8125,53.42,89,6,5.46,clear sky
374,Adrar,MR,2022-08-11 03:20:17,20.5022,-10.0711,90.52,32,70,9.15,broken clouds
375,Hammerfest,NO,2022-08-11 03:20:17,70.6634,23.6821,54.05,100,75,8.05,light rain
376,Concordia,AR,2022-08-11 03:20:18,-31.393,-58.0209,43.79,96,52,6.24,broken clouds
377,Erdenet,MN,2022-08-11 03:20:18,49.0333,104.0833,63.07,63,99,0.81,overcast clouds
378,San Juan Del Sur,NI,2022-08-11 03:20:18,11.2529,-85.8705,78.91,85,100,15.3,overcast clouds
379,Waitati,NZ,2022-08-11 03:20:19,-45.75,170.5667,48.79,64,75,3.04,broken clouds
380,Masuda,JP,2022-08-11 03:20:20,34.6667,131.85,91.67,55,75,6.91,broken clouds
381,Alofi,NU,2022-08-11 03:20:20,-19.0595,-169.9187,80.49,69,75,9.22,broken clouds
382,Biltine,TD,2022-08-11 03:20:20,14.5333,20.9167,78.76,71,97,3.67,overcast clouds
383,Conceicao Do Araguaia,BR,2022-08-11 03:20:22,-8.2578,-49.2647,76.33,43,0,3.71,clear sky
384,Mulege,MX,2022-08-11 03:18:52,26.8833,-111.9833,88.34,58,33,1.07,scattered clouds
385,Auki,SB,2022-08-11 03:20:23,-8.7676,160.7034,82.27,76,26,3.15,scattered clouds
386,Quang Ngai,VN,2022-08-11 03:20:23,15.1167,108.8,83.28,75,99,4.63,overcast clouds
387,Sampit,ID,2022-08-11 03:20:23,-2.5333,112.95,87.17,61,86,4.03,overcast clouds
388,Toccoa,US,2022-08-11 03:15:43,34.5773,-83.3324,76.66,93,100,3.8,overcast clouds
389,Namibe,AO,2022-08-11 03:20:24,-15.1961,12.1522,60.35,90,4,6.2,clear sky
390,San Jose,US,2022-08-11 03:17:04,37.3394,-121.895,74.26,66,0,12.66,clear sky
391,Rio Cuarto,AR,2022-08-11 03:15:54,-33.1307,-64.3499,44.37,70,0,2.3,clear sky
392,Mayahi,NE,2022-08-11 03:20:25,13.9553,7.6712,83.84,60,97,12.37,overcast clouds
393,Phuket,TH,2022-08-11 03:20:25,8.0,98.25,86.22,70,40,12.66,scattered clouds
394,Lima,PE,2022-08-11 03:19:51,-12.0432,-77.0282,59.9,85,100,8.05,overcast clouds
395,Toora-Khem,RU,2022-08-11 03:20:25,52.4675,96.11,71.91,39,2,2.04,clear sky
396,Alice Springs,AU,2022-08-11 03:19:17,-23.7,133.8833,56.75,77,100,0.0,light rain
397,Vila,PT,2022-08-11 03:20:26,42.0304,-8.1588,57.7,88,4,2.71,clear sky
398,Livingston,GB,2022-08-11 03:20:27,55.9029,-3.5226,58.48,82,0,1.14,clear sky
399,Puerto Maldonado,PE,2022-08-11 03:20:28,-12.6,-69.1833,61.61,81,4,0.69,clear sky
400,Noyabrsk,RU,2022-08-11 03:20:29,63.1994,75.4507,59.45,52,27,7.27,scattered clouds
401,Feuchtwangen,DE,2022-08-11 03:21:29,49.1667,10.3333,60.78,66,5,5.19,clear sky
402,Dharchula,IN,2022-08-11 03:21:29,29.85,80.5333,71.31,93,100,3.85,overcast clouds
403,Mahajanga,MG,2022-08-11 03:18:30,-15.7167,46.3167,69.1,55,0,17.63,clear sky
404,Chiredzi,ZW,2022-08-11 03:21:30,-21.05,31.6667,60.26,81,0,0.98,clear sky
405,Inongo,CD,2022-08-11 03:21:30,-1.95,18.2667,71.02,59,74,2.82,broken clouds
406,Omsukchan,RU,2022-08-11 03:21:30,62.5333,155.8,57.18,72,100,7.18,overcast clouds
407,Jaguaruana,BR,2022-08-11 03:21:31,-4.8339,-37.7811,72.64,73,17,5.01,few clouds
408,Ucluelet,CA,2022-08-11 03:16:53,48.9329,-125.5528,61.09,93,93,7.81,overcast clouds
409,Lavrentiya,RU,2022-08-11 03:21:31,65.5833,-171.0,48.16,85,65,4.65,broken clouds
410,Maputo,MZ,2022-08-11 03:21:31,-25.9653,32.5892,62.28,94,0,0.0,fog
411,Svetlogorsk,BY,2022-08-11 03:21:32,52.6333,29.7333,55.6,87,48,7.94,scattered clouds
412,Narasimharajapura,IN,2022-08-11 03:21:32,13.6167,75.5167,71.01,89,100,11.1,light rain
413,Mackay,AU,2022-08-11 03:19:14,-21.15,149.2,67.68,67,88,13.71,overcast clouds
414,Qasigiannguit,GL,2022-08-11 03:21:32,68.8193,-51.1922,43.05,97,100,2.89,light rain
415,Batamshinskiy,KZ,2022-08-11 03:21:33,50.5594,58.2747,70.81,56,2,6.17,clear sky
416,Nishihara,JP,2022-08-11 03:21:33,26.1842,127.7558,87.08,77,75,6.91,haze
417,Guerrero Negro,MX,2022-08-11 03:21:33,27.9769,-114.0611,74.03,72,100,12.12,overcast clouds
418,Healesville,AU,2022-08-11 03:21:34,-37.65,145.5167,56.35,93,100,1.99,moderate rain
419,Mitu,CO,2022-08-11 03:21:34,1.1983,-70.1733,70.65,98,100,0.87,overcast clouds
420,Imbituba,BR,2022-08-11 03:21:34,-28.24,-48.6703,56.86,99,83,13.0,broken clouds
421,Quatre Cocos,MU,2022-08-11 03:17:20,-20.2078,57.7625,68.11,72,92,17.49,light rain
422,Kapiri Mposhi,ZM,2022-08-11 03:21:35,-13.9652,28.6809,53.56,52,0,5.14,clear sky
423,Sur,OM,2022-08-11 03:21:35,22.5667,59.5289,91.11,52,100,11.95,overcast clouds
424,Thinadhoo,MV,2022-08-11 03:21:35,0.5333,72.9333,82.02,74,4,8.63,clear sky
425,Kaoma,ZM,2022-08-11 03:21:36,-14.7833,24.8,52.57,44,0,5.23,clear sky
426,Trairi,BR,2022-08-11 03:19:47,-3.2778,-39.2689,76.46,81,70,11.41,broken clouds
427,Tsabong,BW,2022-08-11 03:21:37,-26.0217,22.401,59.38,24,0,8.93,clear sky
428,Batagay,RU,2022-08-11 03:21:37,67.6333,134.6333,73.83,36,43,4.0,scattered clouds
429,Kawambwa,ZM,2022-08-11 03:21:38,-9.7915,29.0791,55.78,53,2,7.0,clear sky
430,Kalbay,PH,2022-08-11 03:21:38,5.7233,125.4986,84.11,71,29,4.5,scattered clouds
431,Valley City,US,2022-08-11 03:21:39,46.9233,-98.0032,68.52,68,0,6.91,clear sky
432,Sangar,RU,2022-08-11 03:21:39,63.9242,127.4739,68.5,70,33,5.41,scattered clouds
433,Kismayo,SO,2022-08-11 03:21:37,-0.3582,42.5454,74.93,82,96,18.14,overcast clouds
434,Channel-Port Aux Basques,CA,2022-08-11 03:21:39,47.5702,-59.1367,59.27,84,60,9.6,broken clouds
435,Vrangel,RU,2022-08-11 03:21:40,42.7297,133.0839,72.1,89,90,6.06,overcast clouds
436,Kavaratti,IN,2022-08-11 03:19:18,10.5669,72.642,81.09,84,91,18.75,overcast clouds
437,Laguna,US,2022-08-11 03:17:08,38.421,-121.4238,84.92,48,0,9.22,clear sky
438,Villa Carlos Paz,AR,2022-08-11 03:19:16,-31.4241,-64.4978,50.4,75,2,7.83,clear sky
439,Parana,AR,2022-08-11 03:21:40,-31.732,-60.5238,50.58,78,0,10.54,clear sky
440,Ataco,CO,2022-08-11 03:21:41,3.5915,-75.3818,75.15,70,99,5.57,overcast clouds
441,Port Lincoln,AU,2022-08-11 03:21:41,-34.7333,135.8667,54.66,79,83,26.75,light rain
442,Gijon,ES,2022-08-11 03:21:42,43.5357,-5.6615,74.25,97,21,4.0,few clouds
443,Nichinan,JP,2022-08-11 03:21:42,31.6,131.3667,87.48,65,54,5.41,broken clouds
444,Olafsvik,IS,2022-08-11 03:21:43,64.8945,-23.7142,49.19,79,100,8.84,overcast clouds
445,Menongue,AO,2022-08-11 03:21:44,-14.6585,17.691,49.6,33,0,3.58,clear sky
446,Santa Cecilia,BR,2022-08-11 03:22:44,-26.9608,-50.4269,39.52,99,50,3.33,scattered clouds
447,Rorvik,NO,2022-08-11 03:22:44,64.8621,11.2373,55.56,86,99,24.43,overcast clouds
448,Atbasar,KZ,2022-08-11 03:22:45,51.8,68.3333,68.25,68,26,11.03,scattered clouds
449,Tessalit,ML,2022-08-11 03:22:45,20.1986,1.0114,87.58,40,36,7.45,scattered clouds
450,Branca,PT,2022-08-11 03:22:45,40.7665,-8.4826,64.22,97,0,2.59,clear sky
451,Abu Kamal,SY,2022-08-11 03:22:45,34.4506,40.9171,80.69,42,0,10.89,clear sky
452,Kulhudhuffushi,MV,2022-08-11 03:19:44,6.6221,73.07,81.97,83,85,13.51,overcast clouds
453,Mundra,IN,2022-08-11 03:22:46,22.85,69.7333,84.07,81,100,10.51,overcast clouds
454,Karratha,AU,2022-08-11 03:22:46,-20.7377,116.8463,73.2,19,0,22.66,clear sky
455,Eyl,SO,2022-08-11 03:22:46,7.9803,49.8164,77.43,72,76,21.52,broken clouds
456,Kilindoni,TZ,2022-08-11 03:22:47,-7.9139,39.6668,75.65,77,38,10.94,scattered clouds
457,Newport,GB,2022-08-11 03:21:52,51.5877,-2.9984,68.11,64,0,9.13,clear sky
458,Manavalakurichi,IN,2022-08-11 03:22:47,8.1333,77.3,80.06,79,98,12.39,overcast clouds
459,Anadyr,RU,2022-08-11 03:22:48,64.75,177.4833,72.1,49,0,6.71,clear sky
460,Kikwit,CD,2022-08-11 03:22:48,-5.041,18.8162,72.9,27,7,2.3,clear sky
461,Beihai,CN,2022-08-11 03:22:48,21.4833,109.1,81.86,85,100,17.81,overcast clouds
462,Tuy Hoa,VN,2022-08-11 03:20:54,13.0833,109.3,88.45,59,97,9.17,overcast clouds
463,Talnakh,RU,2022-08-11 03:22:49,69.4865,88.3972,51.21,58,68,10.92,broken clouds
464,Shenkursk,RU,2022-08-11 03:22:50,62.1091,42.896,54.18,81,88,4.25,overcast clouds
465,Kristianstad,SE,2022-08-11 03:22:50,56.0313,14.1524,53.94,87,57,1.01,broken clouds
466,Puerto Suarez,BO,2022-08-11 03:22:51,-18.95,-57.8,54.27,65,0,2.24,clear sky
467,Verkhoyansk,RU,2022-08-11 03:22:52,67.5447,133.385,74.52,40,48,5.68,scattered clouds
468,Porto Belo,BR,2022-08-11 03:22:52,-27.1578,-48.5531,57.25,87,63,13.44,broken clouds
469,Dahuk,IQ,2022-08-11 03:22:52,36.8695,42.994,79.97,34,0,3.51,clear sky
470,Chishtian Mandi,PK,2022-08-11 03:22:52,29.8,72.8667,93.36,48,7,15.12,clear sky
471,Dingli,MT,2022-08-11 03:22:53,35.8614,14.3822,76.82,78,20,3.44,few clouds
472,Bayan,CN,2022-08-11 03:22:53,46.0833,127.4,73.72,57,22,8.75,light rain
473,Provideniya,RU,2022-08-11 03:22:53,64.3833,-173.3,53.71,87,20,8.95,fog
474,Emilio Carranza,MX,2022-08-11 03:22:54,19.9711,-96.6114,79.11,79,79,2.89,broken clouds
475,Kuusamo,FI,2022-08-11 03:22:54,65.9667,29.1833,59.04,82,0,13.8,clear sky
476,Znamenskoye,RU,2022-08-11 03:22:54,57.1281,73.8282,65.82,75,21,8.01,few clouds
477,Sisimiut,GL,2022-08-11 03:22:55,66.9395,-53.6735,41.85,95,100,3.65,overcast clouds
478,Uvarovka,RU,2022-08-11 03:22:55,55.5278,35.6061,51.53,82,2,4.38,clear sky
479,Goderich,CA,2022-08-11 03:22:56,43.7501,-81.7165,71.91,80,12,14.85,few clouds
480,San Lorenzo,PY,2022-08-11 03:22:56,-25.3333,-57.5333,50.94,87,71,6.91,broken clouds
481,Verkhnevilyuysk,RU,2022-08-11 03:22:57,63.4453,120.3167,71.49,55,53,6.13,broken clouds
482,Denpasar,ID,2022-08-11 03:21:02,-8.65,115.2167,83.86,83,40,10.36,scattered clouds
483,Sanchez,DO,2022-08-11 03:22:57,19.2281,-69.6137,76.6,90,72,5.44,broken clouds
484,Mildura,AU,2022-08-11 03:22:57,-34.2,142.15,65.07,51,56,19.35,broken clouds
485,Dingzhou,CN,2022-08-11 03:22:58,38.5131,114.9956,84.31,73,58,5.84,broken clouds
486,Santa Ines,BR,2022-08-11 03:22:58,-3.6667,-45.38,72.88,88,10,3.96,clear sky
487,Cernilov,CZ,2022-08-11 03:22:58,50.2627,15.9225,56.08,89,20,3.44,few clouds
488,Somerset,US,2022-08-11 03:22:59,40.5668,-74.5496,79.45,79,75,3.44,broken clouds
489,Hauterive,FR,2022-08-11 03:22:59,46.0901,3.4459,63.36,50,0,2.66,clear sky
490,Tabuk,PH,2022-08-11 03:22:59,17.4189,121.4443,85.03,72,92,3.96,light rain
491,Togur,RU,2022-08-11 03:21:34,58.3631,82.8265,62.69,67,22,10.6,few clouds
492,Walkerburn,GB,2022-08-11 03:24:00,55.6236,-3.017,57.88,76,1,3.65,clear sky
493,Flinders,AU,2022-08-11 03:24:00,-34.5833,150.8552,63.25,64,100,4.0,moderate rain
494,Cobija,BO,2022-08-11 03:24:00,-11.0267,-68.7692,64.29,76,4,3.18,clear sky
495,Kant,IN,2022-08-11 03:24:01,27.8,79.8,85.96,61,100,20.92,heavy intensity rain
496,Wainwright,CA,2022-08-11 03:24:02,52.839,-110.8572,69.39,61,100,7.23,overcast clouds
497,Margate,GB,2022-08-11 03:21:04,51.3813,1.3862,67.89,95,0,4.0,clear sky
498,Cochabamba,BO,2022-08-11 03:24:03,-17.3895,-66.1568,60.8,29,4,5.75,clear sky
499,Novhorodka,UA,2022-08-11 03:24:03,48.3651,32.6578,64.71,90,76,13.69,broken clouds
500,Berlevag,NO,2022-08-11 03:24:04,70.8578,29.0864,57.2,88,100,3.44,overcast clouds
501,Zhanaozen,KZ,2022-08-11 03:24:04,43.3,52.8,81.57,25,0,7.29,clear sky
502,Inuvik,CA,2022-08-11 03:24:04,68.3499,-133.7218,58.05,46,100,9.53,overcast clouds
503,Ust-Kuyga,RU,2022-08-11 03:24:05,70.0167,135.6,61.5,71,100,10.47,overcast clouds
504,Indramayu,ID,2022-08-11 03:21:18,-6.3264,108.32,85.01,66,19,10.02,few clouds
505,Pangkalanbuun,ID,2022-08-11 03:24:05,-2.6833,111.6167,88.05,60,95,5.68,overcast clouds
506,Saint-Pierre,RE,2022-08-11 03:24:06,-21.3393,55.4781,65.88,73,40,13.8,scattered clouds
507,Komsomolskiy,UZ,2022-08-11 03:24:06,40.4272,71.7189,79.52,29,5,6.91,clear sky
508,Gisborne,NZ,2022-08-11 03:24:06,-38.6533,178.0042,51.98,64,57,14.12,broken clouds
509,Dubbo,AU,2022-08-11 03:24:08,-32.25,148.6167,59.13,58,100,19.57,light rain
510,Singaraja,ID,2022-08-11 03:24:10,-8.112,115.0882,83.3,74,94,3.04,overcast clouds
511,Maceio,BR,2022-08-11 03:24:10,-9.6658,-35.7353,72.84,88,20,3.44,few clouds
512,Avera,US,2022-08-11 03:24:11,33.194,-82.5271,73.54,62,100,1.16,overcast clouds
513,Yatou,CN,2022-08-11 03:24:11,37.15,122.3833,72.73,95,100,1.5,light rain
514,Palmas De Monte Alto,BR,2022-08-11 03:24:11,-14.2672,-43.1619,71.96,35,10,4.5,clear sky
515,Elkhart,US,2022-08-11 03:24:12,41.5823,-85.8344,68.14,88,0,0.0,clear sky
516,Vila Velha,BR,2022-08-11 03:19:52,-20.3297,-40.2925,76.95,83,0,10.36,clear sky
517,Rock Springs,US,2022-08-11 03:24:12,41.5875,-109.2029,81.84,19,0,3.44,clear sky
518,Saurimo,AO,2022-08-11 03:24:12,-9.6608,20.3916,59.65,26,1,6.8,clear sky
519,Beloha,MG,2022-08-11 03:20:32,-25.1667,45.05,62.1,63,1,8.5,clear sky
520,Balakovo,RU,2022-08-11 03:24:13,52.0278,47.8007,70.77,74,48,13.94,scattered clouds
521,Fare,PF,2022-08-11 03:24:13,-16.7,-151.0167,77.76,72,0,9.66,light rain
522,Eureka,US,2022-08-11 03:24:13,40.8021,-124.1637,68.67,84,34,2.06,scattered clouds
523,Sao Joao Da Barra,BR,2022-08-11 03:24:14,-21.6403,-41.0511,70.45,67,82,10.69,broken clouds
524,Aksu,CN,2022-08-11 03:24:14,41.1231,80.2644,81.55,33,94,3.04,overcast clouds
525,Shar,KZ,2022-08-11 03:24:14,49.5886,81.0453,78.98,38,43,14.2,scattered clouds
